"APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName","ShortenedGuideName","EnglishNameUpdate2018","Native","Codetype","ID","TaxonLevel","IsAttribute","Report"
,"AMBLYSE","DREPFLU2","WARNFLU","WARNFLU",,"Drepanocladus fluitans var. uncatus",9,"Crum et al.",,,,,"S",20325,"var",0,0
,"AMBLYSE","DREPLAP","HAMALAP","HAMALAP",,"Drepanocladus lapponicus",9,"(Norrl.) Smirn.",,,,,"S",20326,"spe",0,0
,"AMBLYSE","DREPPRO","WARNPRO","WARNPRO",,"Drepanocladus procerus",9,"(Ren. & Arnell)",,,,,"S",20327,"spe",0,0
,"AMBLYSE","DREPPSE","WARNPSE","WARNPSE",,"Drepanocladus pseudostramineus",9,"(C. Müll.) G. Roth",,,,,"S",20328,"spe",0,0
,"AMBLYSE","DREPREV","SCORREV","SCORREV",,"Drepanocladus revolvens",9,"(Sw.) Warnst.",,,,,"S",20329,"spe",0,0
,"AMBLYSE","DREPREV3","SCORCOS","SCORCOS",,"Drepanocladus revolvens var. intermedius",9,"(Lindb.) Grout",,,,,"S",20330,"var",0,0
,"AMBLYSE","DREPREV1","SCORREV","SCORREV",,"Drepanocladus revolvens var. miquelonensis",9,"(Ren.) Grout",,,,,"S",20331,"var",0,0
,"AMBLYSE","DREPREV2","SCORREV","SCORREV",,"Drepanocladus revolvens var. revolvens",9,,,,,,"S",20332,"var",0,0
,"AMBLYSE","DREPSEN","DREPSEN","DREPSEN",,"Drepanocladus sendtneri",9,"(Schimp.) Warnst.","chalk hook-moss",,"chalk hook moss","N","U",20333,"spe",0,1
,"AMBLYSE","DREPSEN2","DREPSEN","DREPSEN",,"Drepanocladus sendtneri var. wilsonii",9,"(Lindb.) Warnst.",,,,,"S",20334,"var",0,0
,"AMBLYSE","DREPANO","DREPANO","DREPANO",,"Drepanocladus sp.",9,,"hook-moss",,"hook moss","N","U",20335,"gen",0,1
,"AMBLYSE","DREPTRI","WARNTRI","WARNTRI",,"Drepanocladus trichophyllus",9,"(Warnst.) Podp.",,,,,"S",20336,"spe",0,0
,"AMBLYSE","DREPTUN","WARNTUN","WARNTUN",,"Drepanocladus tundrae",9,"(Arnell) Loeske",,,,,"S",20337,"spe",0,0
,"AMBLYSE","DREPUNC","SANIUNC","SANIUNC",,"Drepanocladus uncinatus",9,"(Hedw.) Warnst.",,,,,"S",20338,"spe",0,0
,"AMBLYSE","DREPUNC4","SANISYM","SANISYM",,"Drepanocladus uncinatus var. symmetricus",9,"(Ren. & Card.) Grout",,,,,"S",20339,"var",0,0
,"AMBLYSE","DREPUNC5","SANIUNC","SANIUNC",,"Drepanocladus uncinatus var. uncinatus",9,,,,,,"S",20340,"var",0,0
,"AMBLYSE","DREPVER","HAMAVER","HAMAVER",,"Drepanocladus vernicosus",9,"(Mitt.) Warnst.",,,,,"S",20341,"spe",0,0
,"GRIMMIC","DRYPPAT","DRYPPAT","DRYPPAT",,"Dryptodon patens",9,"(Hedw.) Brid.",,,,"N","U",20342,"spe",0,1
,"GRIMMIC","DRYPTOD","DRYPTOD","DRYPTOD",,"Dryptodon sp.",9,,,,,"N","U",20343,"gen",0,1
,"ENCALYT","ENCAAFF","ENCAAFF","ENCAAFF",,"Encalypta affinis",9,"Hedw. f. in Web. & Mohr",,,,"N","U",20344,"spe",0,1
,"ENCALYT","ENCAAFF1","ENCAAFF1","ENCAAFF",,"Encalypta affinis var. macounii",9,"(Aust.) Crum & Anderson",,,,"N","U",20345,"var",0,1
,"ENCALYT","ENCAALP","ENCAALP","ENCAALP",,"Encalypta alpina",9,"Sm.","alpine extinguisher-moss",,"alpine extinguisher moss","N","U",20346,"spe",0,1
,"ENCALYT","ENCABRE","ENCABRE","ENCABRE",,"Encalypta brevicollis",9,"(Bruch & Schimper) Åongström","white-mouthed extinguisher-moss",,"white-mouthed extinguisher moss","N","U",20347,"spe",0,1
,"ENCALYT","ENCABRP","ENCABRP","ENCABRP",,"Encalypta brevipes",9,"Schljak.",,,,"N","U",20348,"spe",0,1
,"ENCALYT","ENCACIL","ENCACIL","ENCACIL",,"Encalypta ciliata",9,"Hedw.","fringed extinguisher-moss",,"fringed extinguisher moss","N","U",20349,"spe",0,1
,"ENCALYT","ENCACIL2","ENCACIL","ENCACIL",,"Encalypta ciliata var. microstoma",9,"Schimp.",,,,,"S",20350,"var",0,0
,"ENCALYT","ENCAINT","ENCAINT","ENCAINT",,"Encalypta intermedia",9,"Jur. in Jur. & Milde",,,,"N","U",20351,"spe",0,1
,"ENCALYT","ENCALON","ENCALON","ENCALON",,"Encalypta longicolla",9,"Bruch",,,,"N","U",20352,"spe",0,1
,"ENCALYT","ENCAMUT","ENCAMUT","ENCAMUT",,"Encalypta mutica",9,"Hag.",,,,"N","U",20353,"spe",0,1
,"ENCALYT","ENCAPRO","ENCAPRO","ENCAPRO",,"Encalypta procera",9,"Bruch","blunt extinguisher-moss",,"blunt extinguisher moss","N","U",20354,"spe",0,1
,"ENCALYT","ENCARHA","ENCARHA","ENCARHA",,"Encalypta rhaptocarpa",9,"Schwaegr.","ribbed extinguisher-moss",,"ribbed extinguisher moss","N","U",20355,"spe",0,1
,"ENCALYT","ENCARHA3","ENCARHA","ENCARHA",,"Encalypta rhaptocarpa var. subspathulata",9,"(C. Müll. & Kindb.) Flow.",,,,,"S",20356,"var",0,0
,"ENCALYT","ENCALYP","ENCALYP","ENCALYP",,"Encalypta sp.",9,,"extinguisher-moss",,"extinguisher moss","N","U",20357,"gen",0,1
,"ENCALYT","ENCASPA","ENCASPA","ENCASPA",,"Encalypta spathulata",9,"C. Mull.",,,,"N","U",20358,"spe",0,1
,"ENCALYT","ENCAVUL","ENCAVUL","ENCAVUL",,"Encalypta vulgaris",9,"Hedw.","common extinguisher-moss",,"common extinguisher moss","N","U",20359,"spe",0,1
,"ENCALYT","ENCALYT","ENCALYT","ENCALYT",,"Encalyptaceae",9,,,,,"N","U",20360,"fam",0,1
,"ENTODOT","ENTOCON","ENTOCON","ENTOCON",,"Entodon concinnus",9,"(De Not.) Par.","Montagne's cylinder-moss",,"Montagne's cylinder moss","N","U",20361,"spe",0,1
,"ENTODOT","ENTODON","ENTODON","ENTODON",,"Entodon sp.",9,,"cylinder-moss",,"cylinder moss","N","U",20362,"gen",0,1
,"ENTODOT","ENTODOT","ENTODOT","ENTODOT",,"Entodontaceae",9,,,,,"N","U",20363,"fam",0,1
,"FUNARIC","ENTOFAS","ENTOFAS","ENTOFAS",,"Entosthodon fascicularis",9,"(Hedw.) C. Mull.","Hasselquist's hyssop",,,"N","U",20364,"spe",0,1
,"FUNARIC","ENTORUB","ENTORUB","ENTORUB",,"Entosthodon rubiginosus",9,"(Williams) Grout",,,,"N","U",20365,"spe",0,1
,"FUNARIC","ENTOSTH","ENTOSTH","ENTOSTH",,"Entosthodon sp.",9,,"cup-moss",,"cup moss","N","U",20366,"gen",0,1
,"EPHEMER","EPHEMER","EPHEMER","EPHEMER",,"Ephemeraceae",9,,,,,"N","U",20367,"fam",0,1
,"BRYACEA","EPIPTER","EPIPTER","EPIPTER",,"Epipterygium sp.",9,,"transparant thread-moss",,"transparent moss","N","U",20368,"gen",0,1
,"BRYACEA","EPIPTOZ","EPIPTOZ","EPIPTOZ",,"Epipterygium tozeri",9,"(Grev.) Lindb.","Tozer's transparant thread-moss",,"Tozer's transparent moss","N","U",20369,"spe",0,1
,"POTTIAC","EUCLADI","EUCLADI","EUCLADI",,"Eucladium sp.",9,,"tufa-moss",,"eucladium","N","U",20370,"gen",0,1
,"POTTIAC","EUCLVER","EUCLVER","EUCLVER",,"Eucladium verticillatum",9,"(Brid.) Bruch & Schimp. in B.S.G.","whorled tufa-moss",,"whorled eucladium","N","U",20371,"spe",0,1
,"BRACHYH","EURHORE","EURHORE","EURHORE",,"Eurhynchium oreganum",9,"(Sull.) Jaeg.","Oregon beaked-moss",,"Oregon beaked moss","N","U",20372,"spe",0,1
,"BRACHYH","EURHPRA","EURHPRA","EURHPRA",,"Eurhynchium praelongum",9,"(Hedw.) Schimp. in B.S.G.","slender beaked-moss",,"slender beaked moss","N","U",20373,"spe",0,1
,"BRACHYH","EURHPUL","EURHPUL","EURHPUL",,"Eurhynchium pulchellum",9,"(Hedw.) Jenn.","elegant beaked-moss",,"elegant beaked moss","N","U",20374,"spe",0,1
,"BRACHYH","EURHPUL1","EURHPUL1","EURHPUL",,"Eurhynchium pulchellum var. barnesii",9,"(Ren. & Card.) Grout",,,,"N","U",20375,"var",0,1
,"BRACHYH","EURHPUL2","EURHPUL2","EURHPUL",,"Eurhynchium pulchellum var. pulchellum",9,,"elegant beaked-moss",,"elegant beaked moss","N","U",20376,"var",0,1
,"BRACHYH","EURHYNC","EURHYNC","EURHYNC",,"Eurhynchium sp.",9,,"beaked-moss",,"beaked moss","N","U",20377,"gen",0,1
,"FABRONA","FABRPUS","FABRPUS","FABRPUS",,"Fabronia pusilla",9,"Raddi",,,,"N","U",20378,"spe",0,1
,"FABRONA","FABRONI","FABRONI","FABRONI",,"Fabronia sp.",9,,,,,"N","U",20379,"gen",0,1
,"FABRONA","FABRONA","FABRONA","FABRONA",,"Fabroniaceae",9,,,,,"N","U",20380,"fam",0,1
,"FISSIDN","FISSADI","FISSADI","FISSADI",,"Fissidens adianthoides",9,"Hedw.","maidenhair pocket-moss",,"maidenhair pocket moss","N","U",20381,"spe",0,1
,"FISSIDN","FISSAPH","FISSAPH","FISSAPH",,"Fissidens aphelotaxifolius",9,"Purs.",,,,"N","U",20382,"spe",0,1
,"FISSIDN","FISSBRY","FISSBRY","FISSBRY",,"Fissidens bryoides",9,"Hedw.","lesser pocket-moss",,"lesser pocket moss","N","U",20383,"spe",0,1
,"FISSIDN","FISSBRY2","FISSBRY","FISSBRY",,"Fissidens bryoides var. incurvus",9,"(Röhl.) Hüb.",,,,,"S",20384,"var",0,0
,"FISSIDN","FISSFON","FISSFON","FISSFON",,"Fissidens fontanus",9,"(B. Pyl.) Steud.",,,,"N","U",20385,"spe",0,1
,"FISSIDN","FISSGRA","FISSGRA","FISSGRA",,"Fissidens grandifrons",9,"Brid.",,,,"N","U",20386,"spe",0,1
,"FISSIDN","FISSLIM","FISSLIM","FISSLIM",,"Fissidens limbatus",9,"Sull.","Herzog's pocket-moss",,"Herzog's pocket moss","N","U",20387,"spe",0,1
,"FISSIDN","FISSOSM","FISSOSM","FISSOSM",,"Fissidens osmundoides",9,"Hedw.","purple-stalked pocket-moss",,"purple-stalked pocket moss","N","U",20388,"spe",0,1
,"FISSIDN","FISSPAU","FISSPAU","FISSPAU",,"Fissidens pauperculus",9,"Howe",,,,"N","U",20389,"spe",0,1
,"FISSIDN","FISSIDE","FISSIDE","FISSIDE",,"Fissidens sp.",9,,"pocket-moss",,"pocket moss","N","U",20390,"gen",0,1
,"FISSIDN","FISSVEN","FISSVEN","FISSVEN",,"Fissidens ventricosus",9,"Lesq.",,,,"N","U",20391,"spe",0,1
,"FISSIDN","FISSIDN","FISSIDN","FISSIDN",,"Fissidentaceae",9,,,,,"N","U",20392,"fam",0,1
,"FONTINL","FONTINL","FONTINL","FONTINL",,"Fontinalaceae",9,,,,,"N","U",20393,"fam",0,1
,"FONTINL","FONTALL","FONTANT3","FONTANT",,"Fontinalis allenii",9,"Card.",,,,,"S",20394,"spe",0,0
,"FONTINL","FONTANT","FONTANT","FONTANT",,"Fontinalis antipyretica",9,"Hedw.","greater water-moss",,"greater fontinalis","N","U",20395,"spe",0,1
,"FONTINL","FONTANT1","FONTANT1","FONTANT",,"Fontinalis antipyretica var. antipyretica",9,,"greater water-moss",,"greater fontinalis","N","U",20396,"var",0,1
,"FONTINL","FONTANT4","FONTANT4","FONTANT",,"Fontinalis antipyretica var. gigantea",9,"(Sull.) Sull.",,,,"N","U",20397,"var",0,1
,"FONTINL","FONTANT2","FONTANT1","FONTANT",,"Fontinalis antipyretica var. mollis",9,"(C. Müll.) Welch",,,,,"S",20398,"var",0,0
,"FONTINL","FONTANT3","FONTANT3","FONTANT",,"Fontinalis antipyretica var. oregonensis",9,"Ren. & Card.",,,,"N","U",20399,"var",0,1
,"FONTINL","FONTCHR","FONTANT3","FONTANT",,"Fontinalis chrysophylla",9,"Card.",,,,,"S",20400,"spe",0,0
,"FONTINL","FONTHOW","FONTANT3","FONTANT",,"Fontinalis howellii",9,"Ren. & Card.",,,,,"S",20401,"spe",0,0
,"FONTINL","FONTHYP","FONTHYP","FONTHYP",,"Fontinalis hypnoides",9,"Hartm.","feather-branched water-moss",,"feather-branched fontinalis","N","U",20402,"spe",0,1
,"FONTINL","FONTHYP1","FONTHYP","FONTHYP",,"Fontinalis hypnoides var. duriaei",9,"(Schimp.) Husn.",,,,,"S",20403,"var",0,0
,"FONTINL","FONTHYP2","FONTHYP","FONTHYP",,"Fontinalis hypnoides var. hypnoides",9,,,,,,"S",20404,"var",0,0
,"FONTINL","FONTNEO","FONTNEO","FONTNEO",,"Fontinalis neomexicana",9,"Sull. & Lesq.",,,,"N","U",20405,"spe",0,1
,"FONTINL","FONTINA","FONTINA","FONTINA",,"Fontinalis sp.",9,,"water-moss",,"fontinalis","N","U",20406,"gen",0,1
,"FUNARIC","FUNAHYG","FUNAHYG","FUNAHYG",,"Funaria hygrometrica",9,"Hedw.","common cord-moss",,"common cord moss","N","U",20407,"spe",0,1
,"FUNARIC","FUNAHYG2","FUNAHYG","FUNAHYG",,"Funaria hygrometrica var. convoluta",9,"(Hampe) Grout",,,,,"S",20408,"var",0,0
,"FUNARIC","FUNAHYG4","FUNAHYG","FUNAHYG",,"Funaria hygrometrica var. patula",9,"B.S.G.",,,,,"S",20409,"var",0,0
,"FUNARIC","FUNAHYG5","FUNAHYG","FUNAHYG",,"Funaria hygrometrica var. utahensis",9,"Grout",,,,,"S",20410,"var",0,0
,"FUNARIC","FUNAMUH","FUNAMUH","FUNAMUH",,"Funaria muhlenbergii",9,"Turn.","Muhlenberg's cord-moss",,"Muhlenberg's cord moss","N","U",20411,"spe",0,1
,"FUNARIC","FUNAMUH1","FUNAMUH","FUNAMUH",,"Funaria muhlenbergii var. lineata",9,"Grout",,,,,"S",20412,"var",0,0
,"FUNARIC","FUNAMUH3","FUNAMUH","FUNAMUH",,"Funaria muhlenbergii var. patula",9,"(B.S.G.) Schimp.",,,,,"S",20413,"var",0,0
,"FUNARIC","FUNARIA","FUNARIA","FUNARIA",,"Funaria sp.",9,,"cord-moss",,"cord moss","N","U",20414,"gen",0,1
,"FUNARIC","FUNARIC","FUNARIC","FUNARIC",,"Funariaceae",9,,,,,"N","U",20415,"fam",0,1
,"POTTIAC","GEHEGIG","GEHEGIG","GEHEGIG",,"Geheebia gigantea",9,"(Funck) Boul.",,,,"N","U",20416,"spe",0,1
,"POTTIAC","GEHEEBI","GEHEEBI","GEHEEBI",,"Geheebia sp.",9,,,,,"N","U",20417,"gen",0,1
,"HYPNACE","GOLLANI","GOLLANI","GOLLANI",,"Gollania sp.",9,,,,,"N","U",20418,"gen",0,1
,"HYPNACE","GOLLTUR","GOLLTUR","GOLLTUR",,"Gollania turgens",9,"(C. Mull.) Ando",,,,"N","U",20419,"spe",0,1
,"GRIMMIC","GRIMAFF","GRIMLON","GRIMLON",,"Grimmia affinis",9,"Hoppe & Hornsch. ex Hornsch.",,,,,"S",20420,"spe",0,0
,"GRIMMIC","GRIMAGA","SCHIAGA","SCHIAGA",,"Grimmia agassizii",9,"(Sull. & Lesq.) Jaeg.",,,,,"S",20421,"spe",0,0
,"GRIMMIC","GRIMALE","GRIMTEE","GRIMTEE",,"Grimmia alpestris",9,"(Web. & Mohr) Schleich. ex Nees",,,,,"S",20422,"spe",0,0
,"GRIMMIC","GRIMALP","SCHIAGA","SCHIAGA",,"Grimmia alpicola",9,"Sw. ex Hedw.",,,,,"S",20423,"spe",0,0
,"GRIMMIC","GRIMALP2","SCHIAPO","SCHIAPO",,"Grimmia alpicola var. dupretii",9,"(Thér.) Crum",,,,,"S",20424,"var",0,0
,"GRIMMIC","GRIMALP3","SCHIRIV3","SCHIRIV",,"Grimmia alpicola var. latifolia",9,"(Zett.) Moll.",,,,,"S",20425,"var",0,0
,"GRIMMIC","GRIMALP4","SCHIRIV4","SCHIRIV",,"Grimmia alpicola var. rivularis",9,"(Brid.) Wahlenb.",,,,,"S",20426,"var",0,0
,"GRIMMIC","GRIMANO","GRIMANO","GRIMANO",,"Grimmia anodon",9,"Bruch & Schimp. in B.S.G.","toothless grimmia",,"toothless grimmia","N","U",20427,"spe",0,1
,"GRIMMIC","GRIMANM","GRIMANM","GRIMANM",,"Grimmia anomala",9,"Hampe ex Schimp.",,,,"N","U",20428,"spe",0,1
,"GRIMMIC","GRIMAPO","SCHIAPO","SCHIAPO",,"Grimmia apocarpa",9,"Hedw.",,,,,"S",20429,"spe",0,0
,"GRIMMIC","GRIMAPO1","SCHIAPO","SCHIAPO",,"Grimmia apocarpa var. ambigua",9,"(Sull.) G. Jones",,,,,"S",20430,"var",0,0
,"GRIMMIC","GRIMAPO3","SCHIAPO","SCHIAPO",,"Grimmia apocarpa var. conferta",9,"(Funck) Spreng.",,,,,"S",20431,"var",0,0
,"GRIMMIC","GRIMAPO4","SCHIAPO","SCHIAPO",,"Grimmia apocarpa var. nigrescens",9,"Mol.",,,,,"S",20432,"var",0,0
,"GRIMMIC","GRIMAPO5","SCHIAPO","SCHIAPO",,"Grimmia apocarpa var. obscuroviridis",9,"Crum",,,,,"S",20433,"var",0,0
,"GRIMMIC","GRIMAPO7","SCHIAPO","SCHIAPO",,"Grimmia apocarpa var. stricta",9,"(Turn.) Hook. & Tayl.",,,,,"S",20434,"var",0,0
,"GRIMMIC","GRIMATR","SCHIAPO","SCHIAPO",,"Grimmia atricha",9,"C. Müll. & Kindb.",,,,,"S",20435,"spe",0,0
,"GRIMMIC","GRIMBRI","GRIMBRI","GRIMBRI",,"Grimmia brittoniae",9,"Williams",,,,"N","U",20436,"spe",0,1
,"GRIMMIC","GRIMCAL","COSCCAL","COSCCAL",,"Grimmia calyptrata",9,"Hook.",,,,,"S",20437,"spe",0,0
,"GRIMMIC","GRIMCOL","SCHIAPO","SCHIAPO",,"Grimmia coloradensis",9,"Aust.",,,,,"S",20438,"spe",0,0
,"GRIMMIC","GRIMCRI","COSCCRI","COSCCRI",,"Grimmia cribrosa",9,"Hedw.",,,,,"S",20439,"spe",0,0
,"GRIMMIC","GRIMDON","GRIMDON","GRIMDON",,"Grimmia donniana",9,"Sm.","Donn's grimmia",,"Donn's grimmia","N","U",20440,"spe",0,1
,"GRIMMIC","GRIMDON2","GRIMDON","GRIMDON",,"Grimmia donniana var. triformis",9,"(Carest. & De Not.) Loeske",,,,,"S",20441,"var",0,0
,"GRIMMIC","GRIMELA","GRIMELA","GRIMELA",,"Grimmia elatior",9,"Bruch ex Bals. & De Not.","large grimmia",,"large grimmia","N","U",20442,"spe",0,1
,"GRIMMIC","GRIMELO","GRIMELO","GRIMELO",,"Grimmia elongata",9,"Kaulf. in Sturm","brown grimmia",,"brown grimmia","N","U",20443,"spe",0,1
,"GRIMMIC","GRIMHAR1","GRIMANM","GRIMANM",,"Grimmia hartmanii var. anomala",9,"(Hampe ex Schimp.) Mönk.",,,,,"S",20444,"var",0,0
,"GRIMMIC","GRIMHET","SCHIHET","SCHIHET",,"Grimmia heterophylla",9,"Kindb.",,,,,"S",20445,"spe",0,0
,"GRIMMIC","GRIMHOL","GRIMCAE","GRIMCAE",,"Grimmia holzingeri",9,"Card. & Thér.",,,,,"S",20446,"spe",0,0
,"GRIMMIC","GRIMLAE","GRIMLAE","GRIMLAE",,"Grimmia laevigata",9,"(Brid.) Brid.","hoary grimmia",,"hoary grimmia","N","U",20447,"spe",0,1
,"GRIMMIC","GRIMMAI","SCHIMAR","SCHIMAR",,"Grimmia maritima",9,"Turn.",,,,,"S",20448,"spe",0,0
,"GRIMMIC","GRIMMOL","GRIMMOL","GRIMMOL",,"Grimmia mollis",9,"Bruch & Schimp. in B.S.G.",,,,"N","U",20449,"spe",0,1
,"GRIMMIC","GRIMMON","GRIMMON","GRIMMON",,"Grimmia montana",9,"Bruch & Schimp. in B.S.G.","sun grimmia",,"sun grimmia","N","U",20450,"spe",0,1
,"GRIMMIC","GRIMOLY","BRACOLY","BRACOLY",,"Grimmia olympica",9,"Britt.",,,,,"S",20451,"spe",0,0
,"GRIMMIC","GRIMOVA","GRIMOVA","GRIMOVA",,"Grimmia ovalis",9,"(Hedw.) Lindb.","flat-rock grimmia",,"flat-rock grimmia","N","U",20452,"spe",0,1
,"GRIMMIC","GRIMPLA","GRIMPLA","GRIMPLA",,"Grimmia plagiopodia",9,"Hedw.",,,,"N","U",20453,"spe",0,1
,"GRIMMIC","GRIMPUL","GRIMPUL","GRIMPUL",,"Grimmia pulvinata",9,"(Hedw.) Sm.","grey-cushioned grimmia",,"grey-cushioned grimmia","N","U",20454,"spe",0,1
,"GRIMMIC","GRIMPUL1","GRIMPUL1","GRIMPUL",,"Grimmia pulvinata var. africana",9,"(Hedw.) Hook. f.",,,,"N","U",20455,"var",0,1
,"GRIMMIC","GRIMPUL2","GRIMPUL2","GRIMPUL",,"Grimmia pulvinata var. pulvinata",9,,,,,"N","U",20456,"var",0,1
,"GRIMMIC","GRIMMIA","GRIMMIA","GRIMMIA",,"Grimmia sp.",9,,"grimmia",,"grimmia","N","U",20457,"gen",0,1
,"GRIMMIC","GRIMTEN","SCHITEN","SCHITEN",,"Grimmia tenera",9,"Zett.",,,,,"S",20458,"spe",0,0
,"GRIMMIC","GRIMTER","GRIMTER","GRIMTER",,"Grimmia teretinervis",9,"Limpr.",,,,"N","U",20459,"spe",0,1
,"GRIMMIC","GRIMTOR","GRIMTOR","GRIMTOR",,"Grimmia torquata",9,"Hornsch. in Grev.","twisted grimmia",,"twisted grimmia","N","U",20460,"spe",0,1
,"GRIMMIC","GRIMTOR1","GRIMTOR1","GRIMTOR",,"Grimmia torquata var. flettii",9,"(Holz.) Vaar.",,,,"N","U",20461,"var",0,1
,"GRIMMIC","GRIMTOR2","GRIMTOR2","GRIMTOR",,"Grimmia torquata var. torquata",9,,,,,"N","U",20462,"var",0,1
,"GRIMMIC","GRIMTRI","GRIMTRI","GRIMTRI",,"Grimmia trichophylla",9,"Grev.","hair-pointed grimmia",,"hair-pointed grimmia","N","U",20463,"spe",0,1
,"GRIMMIC","GRIMTRI1","GRIMTRI","GRIMTRI",,"Grimmia trichophylla var. brachycarpa",9,"De Not.",,,,,"S",20464,"var",0,0
,"GRIMMIC","GRIMUNI","GRIMUNI","GRIMUNI",,"Grimmia unicolor",9,"(Hook.) in Grev.","dingy grimmia",,"dingy grimmia","N","U",20465,"spe",0,1
,"GRIMMIC","GRIMMIC","GRIMMIC","GRIMMIC",,"Grimmiaceae",9,,,,,"N","U",20466,"fam",0,1
,"POTTIAC","GYMNAER","GYMNAER","GYMNAER",,"Gymnostomum aeruginosum",9,"Sm.","verdigris tufa-moss",,"verdigris tufa moss","N","U",20467,"spe",0,1
,"POTTIAC","GYMNINS","HYMEINS","HYMEINS",,"Gymnostomum insigne",9,"(Dix.) A.J.E. Sm.",,,,,"S",20468,"spe",0,0
,"POTTIAC","GYMNREC","HYMEREC","HYMEREC",,"Gymnostomum recurvirostre",9,"Hedw.",,,,,"S",20469,"spe",0,0
,"POTTIAC","GYMNREC1","HYMEREC","HYMEREC",,"Gymnostomum recurvirostre var. commutatum",9,"(Mitt.) Grout",,,,,"S",20470,"var",0,0
,"POTTIAC","GYMNREC2","HYMEREC","HYMEREC",,"Gymnostomum recurvirostre var. latifolium",9,"Zett.",,,,,"S",20471,"var",0,0
,"POTTIAC","GYMNOSO","GYMNOSO","GYMNOSO",,"Gymnostomum sp.",9,,"tufa-moss",,"tufa moss","N","U",20472,"gen",0,1
,"PTERIGN","HABRLEU","IWATLEU","IWATLEU",,"Habrodon leucotrichus",9,"(Mitt.) Perss.",,,,,"S",20473,"spe",0,0
,"HEDWIGA","HEDWCIL","HEDWCIL","HEDWCIL",,"Hedwigia ciliata",9,"(Hedw.) P. Beauv.","fringed hoar-moss",,"fringed hoar moss","N","U",20474,"spe",0,1
,"HEDWIGA","HEDWIGI","HEDWIGI","HEDWIGI",,"Hedwigia sp.",9,,"hoar-moss",,"hoar moss","N","U",20475,"gen",0,1
,"HEDWIGA","HEDWIGA","HEDWIGA","HEDWIGA",,"Hedwigiaceae",9,,,,,"N","U",20476,"fam",0,1
,"HELODIA","HELODIA","HELODIA","HELODIA",,"Helodiaceae",9,,,,,"N","U",20477,"fam",0,1
,"HELODIA","HELOBLA","HELOBLA","HELOBLA",,"Helodium blandowii",9,"(Web. & Mohr) Warnst.","pond fern-moss",,"pond-fern moss","N","U",20478,"spe",0,1
,"HELODIA","HELOBLA1","HELOBLA1","HELOBLA",,"Helodium blandowii var. blandowii",9,,,,,"N","U",20479,"var",0,1
,"HELODIA","HELOBLA2","HELOBLA2","HELOBLA",,"Helodium blandowii var. helodioides",9,"(Ren. & Card.) Crum et al.",,,,"N","U",20480,"var",0,1
,"HELODIA","HELODIU","HELODIU","HELODIU",,"Helodium sp.",9,,"pond fern-moss",,"pond-fern moss","N","U",20481,"gen",0,1
,"HYPNACE","HERZADS","HERZADS","HERZADS",,"Herzogiella adscendens",9,"(Lindb.) Iwats. & Schof.",,,,"N","U",20482,"spe",0,1
,"HYPNACE","HERZSEL","HERZSEL","HERZSEL",,"Herzogiella seligeri",9,"(Brid.) Iwats.",,,,"N","U",20483,"spe",0,1
,"HYPNACE","HERZOGI","HERZOGI","HERZOGI",,"Herzogiella sp.",9,,,,,"N","U",20484,"gen",0,1
,"HYPNACE","HERZSTR","HERZSTR","HERZSTR",,"Herzogiella striatella",9,"(Brid.) Iwats.",,,,"N","U",20485,"spe",0,1
,"PTERIGN","HETEDIM","HETEDIM","HETEDIM",,"Heterocladium dimorphum",9,"(Brid.) Schimp. in B.S.G.","bileaf moss",,"dimorph bileaf moss","N","U",20486,"spe",0,1
,"PTERIGN","HETEMAC","HETEMAC","HETEMAC",,"Heterocladium macounii",9,"Best","Macoun's bileaf moss",,"Macoun's bileaf moss","N","U",20487,"spe",0,1
,"PTERIGN","HETEPAP","PSEUPAP","PSEUPAP",,"Heterocladium papillosum",9,"(Lindb.) Lindb.",,,,,"S",20488,"spe",0,0
,"PTERIGN","HETEPRO","HETEPRO","HETEPRO",,"Heterocladium procurrens",9,"(Mitt.) Jaeg.","tangle moss",,"tangle bileaf moss","N","U",20489,"spe",0,1
,"PTERIGN","HETEROL","HETEROL","HETEROL",,"Heterocladium sp.",9,,"bileaf moss",,"bileaf moss","N","U",20490,"gen",0,1
,"NECKERC","HOMALIA","HOMALIA","HOMALIA",,"Homalia sp.",9,,"shiny flat-moss",,"shiny moss","N","U",20491,"gen",0,1
,"NECKERC","HOMATRI","HOMATRI","HOMATRI",,"Homalia trichomanoides",9,"(Hedw.) Schimp. in B.S.G.","shiny flat-moss",,"shiny moss","N","U",20492,"spe",0,1
,"BRACHYH","HOMAAEN","HOMAAEN","HOMAAEN",,"Homalothecium aeneum",9,"(Mitt.) Lawt.","golden curl-moss",,"golden curl moss","N","U",20493,"spe",0,1
,"BRACHYH","HOMAARE","HOMAARE","HOMAARE",,"Homalothecium arenarium",9,"(Lesq.) Lawt.",,,,"N","U",20494,"spe",0,1
,"BRACHYH","HOMAFUL","HOMAFUL","HOMAFUL",,"Homalothecium fulgescens",9,"(Mitt. ex C. Mull.) Lawt.","yellow curl-moss",,"yellow curl moss","N","U",20495,"spe",0,1
,"BRACHYH","HOMAMEG","TRACMEG","TRACMEG",,"Homalothecium megaptilum",9,"(Sull.) Robins.",,,,,"S",20496,"spe",0,0
