"APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName","ShortenedGuideName","EnglishNameUpdate2018","Native","Codetype","ID","TaxonLevel","IsAttribute","Report"
"LAMIACE","LAMIACE","STACPAL1","STACPAL1","STACPAL",,"Stachys palustris ssp. pilosa",7,"(Nutt.) Epling","swamp hedge-nettle",,"swamp hedge-nettle","N","U",19440,"sub",0,1
"LAMIACE","LAMIACE","STACHYS","STACHYS","STACHYS",,"Stachys sp.",7,,"hedge-nettle",,"hedge-nettle","N","U",19441,"gen",0,1
,"PRIMULC","STEICIL","LYSICIL","LYSICIL",,"Steironema ciliatum",7,"(L.) Baudo",,,,,"S",19442,"spe",0,0
,"CARYOPH","STELALA","STELLOG7","STELLOG",,"Stellaria alaskana",7,"Hult.",,,,,"S",19443,"spe",0,0
"CARYOPH","CARYOPH","STELALS","STELALS","STELALS",,"Stellaria alsine",7,"Grimm","bog starwort",,"bog starwort","N","U",19444,"spe",0,1
"CARYOPH","CARYOPH","STELAME","STELAME","STELAME",,"Stellaria americana",7,"(Porter ex B.L. Robins.) Standley","American starwort",,"American starwort","N","U",19445,"spe",0,1
,"CARYOPH","STELAQU","MYOSAQU","MYOSAQU",,"Stellaria aquatica",7,"(L.) Scop.",,,,,"S",19446,"spe",0,0
"CARYOPH","CARYOPH","STELCAL","STELCAL","STELCAL",,"Stellaria calycantha",7,"(Ledeb.) Bong.","northern starwort",,"northern starwort","N","U",19447,"spe",0,1
,"CARYOPH","STELCAL6","STELCAL","STELCAL",,"Stellaria calycantha ssp. interior",7,"Hult.",,,,,"S",19448,"sub",0,0
,"CARYOPH","STELCAL1","STELBOR2","STELBOR",,"Stellaria calycantha var. bongardiana",7,"(Fern.) Fern.",,,,,"S",19449,"var",0,0
"APOCYNA","APOCYNA","VINCMAJ","VINCMAJ","VINCMAJ",,"Vinca major",7,"L.","large periwinkle",,"large periwinkle","E","U",19813,"spe",0,1
"APOCYNA","APOCYNA","VINCMIN","VINCMIN","VINCMIN",,"Vinca minor",7,"L.","common periwinkle",,"lesser periwinkle","E","U",19814,"spe",0,1
"APOCYNA","APOCYNA","VINCA","VINCA","VINCA",,"Vinca sp.",7,,,,"periwinkle","N","U",19815,"gen",0,1
,"VIOLACE","VIOLACH","VIOLEPI1","VIOLEPI",,"Viola achyrophora",7,"Greene",,,,,"S",19816,"spe",0,0
"VIOLACE","VIOLACE","VIOLADU","VIOLADU","VIOLADU",,"Viola adunca",7,"J.E. Smith","early blue violet",,"early blue violet","N","U",19817,"spe",0,1
,"AMBLYSE","CAMPADS","HERZADS","HERZADS",,"Campylium adscendens",9,"(Lindb.) Perss.",,,,,"S",19542,"spe",0,0
,"AMBLYSE","CAMPCAL","CAMPCAL","CAMPCAL",,"Campylium calcareum",9,"Crundw. & Nyholm",,,,"N","U",19543,"spe",0,1
,"AMBLYSE","CAMPCHR","CAMPCHY","CAMPCHY",,"Campylium chrysophyllum",9,"(Brid.) J. Lange",,,,,"S",19544,"spe",0,0
,"AMBLYSE","CAMPHAL","CAMPHAE","CAMPHAE",,"Campylium halleri",9,"(Hedw.) Lindb.",,,,,"S",19545,"spe",0,0
,"AMBLYSE","CAMPHIS","CAMPHIP","CAMPHIP",,"Campylium hispidulum",9,"(Brid.) Mitt.",,,,,"S",19546,"spe",0,0
,"AMBLYSE","CAMPHIS2","CAMPHIP","CAMPHIP",,"Campylium hispidulum var. sommerfeltii",9,"(Myr.) Lindb.",,,,,"S",19547,"var",0,0
,"AMBLYSE","CAMPPOL","DREPPOL","DREPPOL",,"Campylium polygamum",9,"(Schimp.) C. Jens.",,,,,"S",19548,"spe",0,0
,"AMBLYSE","CAMPPOL1","DREPPOL","DREPPOL",,"Campylium polygamum var. fluitans",9,"Grout",,,,,"S",19549,"var",0,0
,"AMBLYSE","CAMPPOL2","DREPPOL","DREPPOL",,"Campylium polygamum var. minus",9,"(Schimp.) G. Roth",,,,,"S",19550,"var",0,0
,"AMBLYSE","CAMPYLI","CAMPYLI","CAMPYLI",,"Campylium sp.",9,,"star-moss",,"star moss","N","U",19551,"gen",0,1
,"AMBLYSE","CAMPSTE","CAMPSTE","CAMPSTE",,"Campylium stellatum",9,"(Hedw.) C. Jens.","golden star-moss","star moss","golden star moss","N","U",19552,"spe",0,1
,"AMBLYSE","CAMPSTE2","CAMPPRO","CAMPPRO",,"Campylium stellatum var. protensum",9,"(Brid.) Bryhn",,,,,"S",19553,"var",0,0
,"AMBLYSE","CAMPSTE3","CAMPSTE3","CAMPSTE",,"Campylium stellatum var. stellatum",9,,"golden star-moss",,"golden star moss","N","U",19554,"var",0,1
,"DICRANA","CAMPATR","CAMPATR","CAMPATR",,"Campylopus atrovirens",9,"De Not.","black fish-hook moss",,"black fish-hook moss","N","U",19555,"spe",0,1
,"DICRANA","CAMPATR2","CAMPATR2","CAMPATR",,"Campylopus atrovirens var. cucullatifolium",9,"J.-P. Frahm",,,"black fish-hook moss","N","U",19556,"var",0,1
,"DICRANA","CAMPFLE","CAMPFLE","CAMPFLE",,"Campylopus flexuosus",9,"(Hedw.) Brid.",,,,"N","U",19557,"spe",0,1
,"DICRANA","CAMPFRA","CAMPFRA","CAMPFRA",,"Campylopus fragilis",9,"(Brid.) Bruch & Schimp. in B.S.G.","brittle fish-hook moss",,"brittle fish-hook moss","N","U",19558,"spe",0,1
,"DICRANA","CAMPSCI","CAMPSCI","CAMPSCI",,"Campylopus schimperi",9,"Milde","Schimper's fish-hook moss",,"Schimper's fish-hook moss","N","U",19559,"spe",0,1
,"DICRANA","CAMPSCH","CAMPGRA","CAMPGRA",,"Campylopus schwarzii",9,"Schimp.",,,,,"S",19560,"spe",0,0
,"DICRANA","CAMPYLO","CAMPYLO","CAMPYLO",,"Campylopus sp.",9,,"swan-neck moss",,"fish-hook moss","N","U",19561,"gen",0,1
,"DICRANA","CAMPSUB1","CAMPSCI","CAMPSCI",,"Campylopus subulatus var. schimperi",9,"(Milde) Husn.",,,,,"S",19562,"var",0,0
,"CATOSCP","CATOSCP","CATOSCP","CATOSCP",,"Catoscopiaceae",9,,,,,"N","U",19563,"fam",0,1
,"CATOSCP","CATONIG","CATONIG","CATONIG",,"Catoscopium nigritum",9,"(Hedw.) Brid.","golf club moss",,"black golfclub moss","N","U",19564,"spe",0,1
,"CATOSCP","CATOSCO","CATOSCO","CATOSCO",,"Catoscopium sp.",9,,,,"golfclub moss","N","U",19565,"gen",0,1
,"DITRICA","CERAPUR","CERAPUR","CERAPUR",,"Ceratodon purpureus",9,"(Hedw.) Brid.","fire-moss",,"fire moss","N","U",19566,"spe",0,1
,"DITRICA","CERAPUR1","CERAPUR3","CERAPUR",,"Ceratodon purpureus var. conicus",9,"(Hampe) Hag.",,,,,"S",19567,"var",0,0
,"DITRICA","CERAPUR2","CERAPUR3","CERAPUR",,"Ceratodon purpureus var. dimorphus",9,"(Philib.) Monk.",,,,,"S",19568,"var",0,0
,"DITRICA","CERAPUR3","CERAPUR3","CERAPUR",,"Ceratodon purpureus var. purpureus",9,,"fire-moss",,"fire moss","N","U",19569,"var",0,1
,"DITRICA","CERAPUR4","CERAPUR3","CERAPUR",,"Ceratodon purpureus var. xanthopus",9,"Sull.",,,,,"S",19570,"var",0,0
,"DITRICA","CERATOD","CERATOD","CERATOD",,"Ceratodon sp.",9,,,,"fire moss","N","U",19571,"gen",0,1
,"MNIACEA","CINCARC","CINCARC","CINCARC",,"Cinclidium arcticum",9,"Bruch & Schimp. in B.S.G.",,,"arctic lantern moss","N","U",19572,"spe",0,1
,"MNIACEA","CINCLID","CINCLID","CINCLID",,"Cinclidium sp.",9,,"northern lantern-moss",,"lantern moss","N","U",19573,"gen",0,1
,"MNIACEA","CINCSTY","CINCSTY","CINCSTY",,"Cinclidium stygium",9,"Sw. in Schrad.","lurid lantern-moss",,"lurid lantern moss","N","U",19574,"spe",0,1
,"MNIACEA","CINCSUB","CINCSUB","CINCSUB",,"Cinclidium subrotundum",9,"Lindb.",,,,"N","U",19575,"spe",0,1
,"BRACHYH","CIRRCIR","CIRRCIR","CIRRCIR",,"Cirriphyllum cirrosum",9,"(Schwaegr. in Schultes) Grout","tendril feathermoss",,"tendril cirrus moss","N","U",19576,"spe",0,1
,"BRACHYH","CIRRCIR2","CIRRCIR","CIRRCIR",,"Cirriphyllum cirrosum var. coloradense",9,"(Aust.) Grout",,,,,"S",19577,"var",0,0
,"BRACHYH","CIRRIPH","CIRRIPH","CIRRIPH",,"Cirriphyllum sp.",9,,,,"cirrus moss","N","U",19578,"gen",0,1
,"LESKEAC","CLAOBOL","CLAOBOL","CLAOBOL",,"Claopodium bolanderi",9,"Best",,,,"N","U",19579,"spe",0,1
,"LESKEAC","CLAOCRI","CLAOCRI","CLAOCRI",,"Claopodium crispifolium",9,"(Hook.) Ren. & Card.","rough-moss",,"crisp-leaved rough moss","N","U",19580,"spe",0,1
,"LESKEAC","CLAOPEL","CLAOPEL","CLAOPEL",,"Claopodium pellucinerve",9,"(Mitt.) Best",,,,"N","U",19581,"spe",0,1
,"LESKEAC","CLAOPOD","CLAOPOD","CLAOPOD",,"Claopodium sp.",9,,,,"rough moss","N","U",19582,"gen",0,1
,"LESKEAC","CLAOWHI","CLAOWHI","CLAOWHI",,"Claopodium whippleanum",9,"(Sull. in Whipple & Ives) Ren. & Card.",,,,"N","U",19583,"spe",0,1
,"LESKEAC","CLAOWHI1","CLAOWHI","CLAOWHI",,"Claopodium whippleanum var. leuconeuron",9,"(Sull. & Lesq.) Grout",,,,,"S",19584,"var",0,0
,"CLIMACA","CLIMACA","CLIMACA","CLIMACA",,"Climaciaceae",9,,,,,"N","U",19585,"fam",0,1
,"CLIMACA","CLIMDEN","CLIMDEN","CLIMDEN",,"Climacium dendroides",9,"(Hedw.) Web. & Mohr","tree-moss",,"common tree moss","N","U",19586,"spe",0,1
"LAMIACE","LAMIACE","TEUCRIU","TEUCRIU","TEUCRIU",,"Teucrium sp.",7,,,,"germander","N","U",19587,"gen",0,1
"RANUNCL","RANUNCL","THALALP","THALALP","THALALP",,"Thalictrum alpinum",7,"L.","alpine meadowrue",,"alpine meadowrue","N","U",19588,"spe",0,1
,"RANUNCL","THALALP1","THALALP","THALALP",,"Thalictrum alpinum var. alpinum",7,,,,,,"S",19589,"var",0,0
,"RANUNCL","THALALP2","THALALP","THALALP",,"Thalictrum alpinum var. hebetum",7,"Boivin",,,,,"S",19590,"var",0,0
,"RANUNCL","THALBRE","THALOCC","THALOCC",,"Thalictrum breitungii",7,"Boivin",,,,,"S",19591,"spe",0,0
,"RANUNCL","THALCOL","THALVEN","THALVEN",,"Thalictrum columbianum",7,"Rydb.",,,,,"S",19592,"spe",0,0
,"RANUNCL","THALCON1","THALVEN","THALVEN",,"Thalictrum confine var. columbianum",7,"(Rydb.) Boivin",,,,,"S",19593,"var",0,0
"RANUNCL","RANUNCL","THALDAS","THALDAS","THALDAS",,"Thalictrum dasycarpum",7,"Fisch. & Avé-Lall.","purple meadowrue",,"purple meadowrue","N","U",19594,"spe",0,1
,"RANUNCL","THALDAS1","THALDAS","THALDAS",,"Thalictrum dasycarpum var. hypoglaucum",7,"(Rydb.) Boivin",,,,,"S",19595,"var",0,0
"RANUNCL","RANUNCL","THALOCC","THALOCC","THALOCC",,"Thalictrum occidentale",7,"A. Gray","western meadowrue",,"western meadowrue","N","U",19596,"spe",0,1
,"RANUNCL","THALOCC3","THALOCC","THALOCC",,"Thalictrum occidentale var. breitungii",7,"(Bovin) T.C. Brayshaw",,,,,"S",19597,"var",0,0
,"RANUNCL","THALOCC4","THALOCC","THALOCC",,"Thalictrum occidentale var. macounii",7,"Boivin",,,,,"S",19598,"var",0,0
,"RANUNCL","THALOCC1","THALOCC","THALOCC",,"Thalictrum occidentale var. occidentale",7,,,,,,"S",19599,"var",0,0
,"RANUNCL","THALOCC2","THALOCC","THALOCC",,"Thalictrum occidentale var. palousense",7,"St. John",,,,,"S",19600,"var",0,0
"ASTERAC","ASTERAC","SOLIGIG1","SOLIGIG","SOLIGIG",,"Solidago gigantea var. serotina",7,"(C. E. O. Kuntze) Cronq.",,,,,"S",19362,"var",0,0
"ASTERAC","ASTERAC","SOLIGRA1","EUTHGRA","EUTHGRA",,"Solidago graminifolia var. major",7,"(Michx.) Fern.",,,,,"S",19363,"var",0,0
"ASTERAC","ASTERAC","SOLILEP","SOLILEP","SOLILEP",,"Solidago lepida",7,"DC.","Western Canada goldenrod",,"western goldenrod","N","U",19364,"spe",0,1
"ASTERAC","ASTERAC","SOLILON","SOLINEM4","SOLINEM",,"Solidago longipetiolata",7,"Mackenzie & Bush",,,,,"S",19365,"spe",0,0
"ASTERAC","ASTERAC","SOLIMIS","SOLIMIS","SOLIMIS",,"Solidago missouriensis",7,"Nutt.","Missouri goldenrod",,"Missouri goldenrod","N","U",19366,"spe",0,1
"ASTERAC","ASTERAC","SOLIMIS1","SOLIMIS","SOLIMIS",,"Solidago missouriensis var. missouriensis",7,,,,,,"S",19367,"var",0,0
"ASTERAC","ASTERAC","SOLIMUL","SOLIMUL","SOLIMUL",,"Solidago multiradiata",7,"Ait.","northern goldenrod",,"northern goldenrod","N","U",19368,"spe",0,1
"ASTERAC","ASTERAC","SOLINEM","SOLINEM","SOLINEM",,"Solidago nemoralis",7,"Ait.","field goldenrod",,"field goldenrod","N","U",19369,"spe",0,1
"ASTERAC","ASTERAC","SOLINEM2","SOLINEM4","SOLINEM",,"Solidago nemoralis ssp. longipetiolata",7,"(Mack. & Bush) G.W. Dougl.",,,,,"S",19370,"sub",0,0
"ASTERAC","ASTERAC","SOLINEM3","SOLINEM4","SOLINEM",,"Solidago nemoralis var. decemflora",7,"(DC.) Fern.",,,,,"S",19371,"var",0,0
"ASTERAC","ASTERAC","SOLINEM1","SOLINEM4","SOLINEM",,"Solidago nemoralis var. longipetiolata",7,"(Mack. & Bush)",,,,,"S",19372,"var",0,0
"ASTERAC","ASTERAC","SOLIOCC","EUTHOCC","EUTHOCC",,"Solidago occidentalis",7,"(Nutt.) T. & G.",,,,,"S",19373,"spe",0,0
"ASTERAC","ASTERAC","SOLISER","SOLIGIG","SOLIGIG",,"Solidago serotina",7,"Ait. non Retz.",,,,,"S",19374,"spe",0,0
"ASTERAC","ASTERAC","SOLIDAG","SOLIDAG","SOLIDAG",,"Solidago sp.",7,"L.",,,"goldenrod","N","U",19375,"gen",0,1
"ASTERAC","ASTERAC","SOLISPA","SOLISIM","SOLISIM",,"Solidago spathulata",7,"DC.",,,,,"S",19376,"spe",0,0
"ASTERAC","ASTERAC","SOLISPA1","SOLISIM3","SOLISIM",,"Solidago spathulata ssp. spathulata",7,,,,,,"X",19377,"sub",0,1
"ASTERAC","ASTERAC","SOLISPA2","SOLISIM1","SOLISIM",,"Solidago spathulata ssp. spathulata var. nana",7,"(A. Gray) Cronq.",,,,,"S",19378,"sub",0,0
"ASTERAC","ASTERAC","SOLISPA3","SOLISIM2","SOLISIM",,"Solidago spathulata ssp. spathulata var. neomexicana",7,"(A. Gray) Cronq.",,,,,"S",19379,"sub",0,0
"ASTERAC","ASTERAC","SOLISPA4","SOLISIM1","SOLISIM",,"Solidago spathulata var. nana",7,"(A. Gray) Cronq.",,,,,"S",19380,"var",0,0
"ASTERAC","ASTERAC","SOLISPA5","SOLISIM2","SOLISIM",,"Solidago spathulata var. neomexicana",7,"(A. Gray) Cronq.",,,,,"S",19381,"var",0,0
"ASTERAC","ASTERAC","SOLISPA6","SOLISIM3","SOLISIM",,"Solidago spathulata var. spathulata",7,,,,,,"X",19382,"var",0,1
"ASTERAC","ASTERAC","SONCARV","SONCARV","SONCARV",,"Sonchus arvensis",7,"L.","perennial sow-thistle",,"field sow-thistle","E","U",19383,"spe",0,1
"ASTERAC","ASTERAC","SONCARV1","SONCARV3","SONCARV",,"Sonchus arvensis var. arvensis",7,,,,,,"S",19384,"var",0,0
"ASTERAC","ASTERAC","SONCARV2","SONCARV4","SONCARV",,"Sonchus arvensis var. glabrescens",7,"Guenth., Grab. & Wimm.",,,,,"S",19385,"var",0,0
"ASTERAC","ASTERAC","SONCASP","SONCASP","SONCASP",,"Sonchus asper",7,"(L.) Hill","prickly sow-thistle",,"prickly sow-thistle","E","U",19386,"spe",0,1
"ASTERAC","ASTERAC","SONCOLE","SONCOLE","SONCOLE",,"Sonchus oleraceus",7,"L.","common sow-thistle",,"common sow-thistle","E","U",19387,"spe",0,1
"ASTERAC","ASTERAC","SONCHUS","SONCHUS","SONCHUS",,"Sonchus sp.",7,"L.",,,"sow-thistle","E","U",19388,"gen",0,1
"ASTERAC","ASTERAC","SONCULI","SONCARV4","SONCARV",,"Sonchus uliginosus",7,"Bieb.",,,,,"S",19389,"spe",0,0
,"SPARGAI"," SPARGA","SPARGAI","SPARGAI",,"Sparganiaceae",7,,,,,"N","U",19390,"fam",0,1
"TYPHACE","SPARGAI","SPARANG","SPARANG","SPARANG",,"Sparganium angustifolium",7,"Michx.","narrow-leaved bur-reed",,"narrow-leaved burreed","N","U",19391,"spe",0,1
"VIOLACE","VIOLACE","VIOLARV","VIOLARV","VIOLARV",,"Viola arvensis",7,"Murr.","European field pansy",,"European field pansy","E","U",19818,"spe",0,1
"VIOLACE","VIOLACE","VIOLBIF","VIOLBIF","VIOLBIF",,"Viola biflora",7,"L.","twinflower violet",,"twinflower violet","N","U",19819,"spe",0,1
"VIOLACE","VIOLACE","VIOLREN","VIOLREN","VIOLREN",,"Viola renifolia",7,"A. Gray","kidney-leaved violet",,"kidney-leaved violet","N","U",19851,"spe",0,1
,"VIOLACE","VIOLREN1","VIOLREN","VIOLREN",,"Viola renifolia var. brainerdii",7,"(Greene) Fern.",,,,,"S",19852,"var",0,0
,"VIOLACE","VIOLREN2","VIOLREN","VIOLREN",,"Viola renifolia var. renifolia",7,,,,,,"S",19853,"var",0,0
"VIOLACE","VIOLACE","VIOLSEL","VIOLSEL","VIOLSEL",,"Viola selkirkii",7,"Pursh ex Goldie","Selkirk's violet",,"Selkirk's violet","N","U",19854,"spe",0,1
"VIOLACE","VIOLACE","VIOLSEM","VIOLSEM","VIOLSEM",,"Viola sempervirens",7,"Greene","trailing yellow violet",,"trailing yellow violet","N","U",19855,"spe",0,1
"VIOLACE","VIOLACE","VIOLSEP","VIOLSOR","VIOLSOR",,"Viola septentrionalis",7,"Greene",,,,,"S",19856,"spe",0,0
"VIOLACE","VIOLACE","VIOLA","VIOLA","VIOLA",,"Viola sp.",7,,"violet",,"violet","N","U",19857,"gen",0,1
"VIOLACE","VIOLACE","VIOLTRI","VIOLTRI","VIOLTRI",,"Viola tricolor",7,"L.","Johnny-jump-up",,"Johnny-jump-up violet","E","U",19858,"spe",0,1
"VIOLACE","VIOLACE","VIOLTRI","VIOLTRI","VIOLTRI",,"Viola tricolor ssp. tricolor",7,,,,,,"S",19859,"sub",0,0
"SOLANAC","SOLANAC","SOLAAME","SOLAAME","SOLAAME",,"Solanum americanum",7,"P. Mill.","American black nightshade",,"American black nightshade","E","U",19347,"spe",0,1
,"SOLANAC","SOLAAME1","SOLAAME","SOLAAME",,"Solanum americanum var. nodiflorum",7,"(N.J. Jacq.) Edmonds",,,,,"S",19348,"var",0,0
,"SOLANAC","SOLACOR","SOLAROS","SOLAROS",,"Solanum cornutum",7,"Lam.",,,,,"S",19349,"spe",0,0
"SOLANAC","SOLANAC","SOLANIG","SOLANIG","SOLANIG",,"Solanum nigrum",7,"L.","black nightshade",,"black nightshade","E","U",19350,"spe",0,1
,"SOLANAC","SOLANOD","SOLAAME","SOLAAME",,"Solanum nodiflorum",7,"N.J. Jacq.",,,,,"S",19351,"spe",0,0
"SOLANAC","SOLANAC","SOLAROS","SOLAROS","SOLAROS",,"Solanum rostratum",7,"Dunal","buffalo-bur",,"buffalo-bur","E","U",19352,"spe",0,1
,"SOLANAC","SOLASAR","SOLAPHY","SOLAPHY",,"Solanum sarrachoides",7,"auct. non Sendtner",,,,,"S",19353,"spe",0,0
"SOLANAC","SOLANAC","SOLATRI","SOLATRI","SOLATRI",,"Solanum triflorum",7,"Nutt.","cut-leaved nightshade",,"cut-leaved nightshade","E","U",19354,"spe",0,1
"ASTERAC","ASTERAC","SOLICAN","SOLICAN","SOLICAN",,"Solidago canadensis",7,"L.","Canada goldenrod",,"Canada goldenrod","N","U",19355,"spe",0,1
"ASTERAC","ASTERAC","SOLICAN1","SOLIALT1","SOLIALT",,"Solidago canadensis var. gilvocanescens",7,"Rydb.",,,,,"S",19356,"var",0,0
"LILIACE","LILIACE","STREROS","STRELAN","STRELAN",,"Streptopus roseus",7,"Michx.",,,,,"S",19484,"spe",0,0
"LILIACE","LILIACE","STREROS1","STRELAN1","STRELAN",,"Streptopus roseus var. curvipes",7,"(Vail) Fassett",,,,,"S",19485,"var",0,0
"LILIACE","LILIACE","STREPTO","STREPTO","STREPTO",,"Streptopus sp.",7,,"twistedstalk",,"twistedstalk","N","U",19486,"gen",0,1
"LILIACE","LILIACE","STRESTR","STRESTR","STRESTR",,"Streptopus streptopoides",7,"(Ledeb.) Frye & Rigg","small twistedstalk",,"small twistedstalk","N","U",19487,"spe",0,1
,"LILIACE","STRESTR1","STRESTR2","STRESTR",,"Streptopus streptopoides var. brevipes",7,"(Baker) Fassett",,,,,"S",19488,"var",0,0
"RANUNCL","RANUNCL","THALICT","THALICT","THALICT",,"Thalictrum sp.",7,,,,"meadowrue","N","U",19601,"gen",0,1
"RANUNCL","RANUNCL","THALSPA","THALSPA","THALSPA",,"Thalictrum sparsiflorum",7,"Turcz. ex Fisch. & Mey.","few-flowered meadowrue",,"few-flowered meadowrue","N","U",19602,"spe",0,1
,"RANUNCL","THALSPA1","THALSPA","THALSPA",,"Thalictrum sparsiflorum var. richardsonii",7,"(A. Gray) Boivin",,,,,"S",19603,"var",0,0
"RANUNCL","RANUNCL","THALVEN","THALVEN","THALVEN",,"Thalictrum venulosum",7,"Trel.","veiny meadowrue",,"veiny meadowrue","N","U",19604,"spe",0,1
,"RANUNCL","THALVEN1","THALVEN","THALVEN",,"Thalictrum venulosum var. venulosum",7,,,,,,"S",19605,"var",0,0
,"BRASSIC","THELSAL","EUTRSAL","EUTRSAL",,"Thellungiella salsuginea",7,"(Pall.) O.E. Schulz",,,,,"S",19606,"spe",0,0
,"BRASSIC","THELLUN","ARABIDO","ARABIDO",,"Thellungiella sp.",7,,,,,,"S",19607,"gen",0,0
"BRASSIA","BRASSIA","THELLAC","THELLAC","THELLAC",,"Thelypodium laciniatum",7,"(Hook.) Endl. ex Valp.","thick-leaved thelypody",,"thick-leaved thelypody","N","U",19608,"spe",0,1
,"BRASSIA","THELLAC1","THELLAC","THELLAC",,"Thelypodium laciniatum var. laciniatum",7,,,,,,"S",19609,"var",0,0
,"BRASSIC","THELLAC2","THELMIL","THELMIL",,"Thelypodium laciniatum var. milleflorum",7,"(A. Nels.) Pays.",,,,,"S",19610,"var",0,0
"BRASSIA","BRASSIC","THELMIL","THELMIL","THELMIL",,"Thelypodium milleflorum",7,"A. Nels.","many-flowered thelypody",,"many-flowered thelypody","N","U",19611,"spe",0,1
"BRASSIA","BRASSIA","THELYPO","THELYPO","THELYPO",,"Thelypodium sp.",7,,,,"thelypody","N","U",19612,"gen",0,1
,"FABACEA","THERMON","THERMON","THERMON",,"Thermopsis montana",7,"Nutt.","mountain golden bean",,"mountain golden bean",,"X",19613,"spe",0,1
"FABACEA","FABACEA","THERRHO","THERRHO","THERRHO",,"Thermopsis rhombifolia",7,"Nutt. ex Richards.","prairie golden bean",,"prairie goldenbean","N","U",19614,"spe",0,1
"FABACEA","FABACEA","THERMOP","THERMOP","THERMOP",,"Thermopsis sp.",7,,,,"goldenbean","N","U",19615,"gen",0,1
"BRASSIA","BRASSIA","THLAARV","THLAARV","THLAARV",,"Thlaspi arvense",7,"L.","field pennycress",,"field pennycress","E","U",19616,"spe",0,1
"BRASSIA","BRASSIA","THLASPI","THLASPI","THLASPI",,"Thlaspi sp.",7,,,,"pennycress","E","U",19617,"gen",0,1
"LAMIACE","LAMIACE","THYMSER","THYMSER","THYMSER",,"Thymus serpyllum",7,"auct. non L.","creeping thyme",,"creeping thyme","E","U",19618,"spe",0,1
"LAMIACE","LAMIACE","THYMUS","THYMUS","THYMUS",,"Thymus sp.",7,,,,"thyme","E","U",19619,"gen",0,1
"BRASSIA","BRASSIA","THYSCUR","THYSCUR","THYSCUR",,"Thysanocarpus curvipes",7,"Hook.","sand lacepod",,"sand lacepod","N","U",19620,"spe",0,1
"BRASSIA","BRASSIA","THYSANO","THYSANO","THYSANO",,"Thysanocarpus sp.",7,,,,"lacepod","N","U",19621,"gen",0,1
,"SAXIFRG","TIARLAC","TIARTRI3","TIARTRI",,"Tiarella laciniata",7,"Hook.",,,,,"S",19622,"spe",0,0
"SAXIFRG","SAXIFRG","TIARELL","TIARELL","TIARELL",,"Tiarella sp.",7,,,,"foamflower","N","U",19623,"gen",0,1
"SAXIFRG","SAXIFRG","TIARTRI","TIARTRI","TIARTRI",,"Tiarella trifoliata",7,"L.","three-leaved foamflower",,"foamflower","N","U",19624,"spe",0,1
"SAXIFRG","SAXIFRG","TIARTRI1","TIARTRI1","TIARTRI",,"Tiarella trifoliata var. trifoliata",7,,"three-leaved foamflower",,"three-leaved foamflower","N","U",19625,"var",0,1
"SAXIFRG","SAXIFRG","TIARTRI2","TIARTRI2","TIARTRI",,"Tiarella trifoliata var. unifoliata",7,"(Hook.) Kurtz","one-leaved foamflower",,"one-leaved foamflower","N","U",19626,"var",0,1
"SAXIFRG","SAXIFRG","TIARTRI3","TIARTRI3","TIARTRI",,"Tiarella trifoliata var. laciniata",7,"(Hook.) Wheelock","cut-leaved foamflower",,"cut-leaved foamflower","N","U",19627,"var",0,1
,"SAXIFRG","TIARUNI","TIARTRI2","TIARTRI",,"Tiarella unifoliata",7,"Hook.",,,,,"S",19628,"spe",0,0
,"CRASSUA","TILLAQU","CRASAQU","CRASAQU",,"Tillaea aquatica",7,"L.",,,,,"S",19629,"spe",0,0
,"CRASSUA","TILLERE","CRASCON","CRASCON",,"Tillaea erecta",7,"H. & A.",,,,,"S",19630,"spe",0,0
,"LILIACE","TOFIBOR","TOFIPUS","TOFIPUS",,"Tofieldia borealis",7,"Wahlenb.",,,,,"S",19631,"spe",0,0
"TOFIELA","LILIACE","TOFICOC","TOFICOC","TOFICOC",,"Tofieldia coccinea",7,"Richards.","northern false asphodel",,"northern tofieldia","N","U",19632,"spe",0,1
,"LILIACE","TOFICOC1","TOFICOC","TOFICOC",,"Tofieldia coccinea var. coccinea",7,,,,,,"S",19633,"var",0,0
,"LILIACE","TOFIGLU","TRIAGLU","TRIAGLU",,"Tofieldia glutinosa",7,"(Michx.) Pers.",,,,,"S",19634,"spe",0,0
,"LILIACE","TOFIGLU1","TRIAGLU","TRIAGLU",,"Tofieldia glutinosa var. glutinosa",7,,,,,,"S",19635,"var",0,0
,"LILIACE","TOFIGLU2","TRIAOCC1","TRIAOCC",,"Tofieldia glutinosa var. intermedia",7,,,,,,"S",19636,"var",0,0
,"LILIACE","TOFIGLU3","TRIAOCC2","TRIAOCC",,"Tofieldia glutinosa var. montana",7,"Hitchc.",,,,,"S",19637,"var",0,0
"TOFIELA","LILIACE","TOFIPUS","TOFIPUS","TOFIPUS",,"Tofieldia pusilla",7,"(Michx.) Pers.","common false asphodel",,"small tofieldia","N","U",19638,"spe",0,1
"TOFIELA","LILIACE","TOFIELD","TOFIELD","TOFIELD",,"Tofieldia sp.",7,,,,"tofieldia","N","U",19639,"gen",0,1
"SAXIFRG","SAXIFRG","TOLMMEN","TOLMMEN","TOLMMEN",,"Tolmiea menziesii",7,"(Pursh) T. & G.","piggy-back plant",,"piggyback plant","N","U",19640,"spe",0,1
